url,title,outlet,bias,date
https://www.bbc.com/news/articles/ckg0m5n8g0do,Mother and child among seven killed in Philadelphia medical jet crash,BBC News,center,2025-02-01
https://www.thehindu.com/news/international/small-plane-crashes-near-philadelphia-mall-multiple-casualties-on-ground-reports-say/article69167023.ece,"Small plane crashes near Philadelphia mall, multiple casualties on ground, reports say",The Hindu,leanLeft,2025-02-01
https://www.news18.com/world/dashcam-footage-captures-moment-small-plane-crashes-near-philadelphia-mall-video-9210203.html,Dashcam Footage Captures Moment Small Plane Crashes Near Philadelphia Mall,News18 India,leanRight,2025-02-01
https://www.independent.co.uk/news/world/americas/plane-crash-philadelphia-roosevelt-mall-b2690224.html,Air ambulance carrying pediatric patient crashes in fiery explosion in busy Philadelphia neighborhood – Advertising and Donations – advertising-newsandtimes.com,The Independent,leanLeft,2025-02-01
https://www.ctvnews.ca/world/article/a-small-plane-has-crashed-in-philadelphia-pennsylvania-governor-says/,Philadelphia plane crash causes fiery scene with multiple homes ablaze,CTV News,center,2025-02-01
https://www.cbc.ca/news/world/northeast-philadelphia-learjet-plane-crash-1.7447788,"Air ambulance crash kills 7 in Philadelphia, including child being flown home to Mexico",CBC News,leanLeft,2025-02-01
https://www.ndtv.com/world-news/small-plane-crashes-in-philadelphia-sparking-blaze-us-media-7608228,"Small Plane Crashes Near Homes In Philadelphia, Sparks Massive Fire",NDTV,leanRight,2025-02-01
https://www.mirror.co.uk/news/us-news/philadelphia-plane-crash-horror-footage-34594567,Horror footage shows doomed plane strike homes 'like a missile',Daily Mirror,leanLeft,2025-02-01
https://www.express.co.uk/news/us/2008431/doomed-pennsylvania-jet-hit-gas-pipeline-before-crashing-three-homes,Doomed Pennsylvania jet hit gas pipeline before crashing into three homes,Daily Express,right,2025-02-01
https://www.hindustantimes.com/world-news/fireball-erupts-after-small-aircraft-crashes-in-philadelphia-video-101738370084533.html,Fireball erupts after small aircraft crashes in Philadelphia,Hindustan Times,leanLeft,2025-02-01
https://www.reuters.com/world/americas/trump-says-venezuela-agrees-receive-illegal-migrants-captured-us-2025-02-01/,Trump says Venezuela agrees to receive illegal migrants captured in US,Reuters,center,2025-02-01
https://oglobo.globo.com/mundo/noticia/2025/02/01/trump-diz-que-venezuela-aceitou-receber-migrantes-deportados-incluindo-criminosos.ghtml,"Trump says Venezuela has agreed to receive migrants detained in the US, including criminals",Globo,unknown,2025-02-01
https://localnews8.com/cnn-spanish/2025/02/01/trump-dice-que-venezuela-acepto-recibir-a-venezolanos-deportados-de-ee-uu/,"Trump says Venezuela ""accepted to receive"" Venezuelan deportees from the U.S.",KIFI,center,2025-02-01
https://krdo.com/news/2025/02/01/trump-dice-que-venezuela-acepto-recibir-a-venezolanos-deportados-de-ee-uu/,"Trump says Venezuela ""accepted to receive"" Venezuelan deportees from the U.S.",KRDO,center,2025-02-01
https://www.channelnewsasia.com/world/trump-says-venezuela-accept-deported-migrants-and-gang-members-4910686,Trump says Venezuela to accept deported migrants and gang members,Channel News Asia,center,2025-02-01
https://kvia.com/news/top-stories/2025/02/01/venezuela-agrees-to-receive-deportees-president-trump-posted-on-social-media/,"Venezuela agrees to receive deportees, President Trump posted on social media",KVIA,center,2025-02-01
https://thehill.com/policy/international/5120808-trump-venezuela-hostages-migrants/,"Trump says Venezuela agreed to accept migrants back, lauds return of hostages",The Hill,center,2025-02-01
https://www.straitstimes.com/world/united-states/trump-says-venezuela-to-accept-deported-migrants-including-gang-members,"Trump says Venezuela to accept deported migrants, including gang members",The Straits Times,leanRight,2025-02-01
https://www.washingtonexaminer.com/news/white-house/3307948/trump-announces-venezuela-will-supply-illegal-immigrants-transit-out-of-the-us/,Trump announces Venezuela will ‘supply’ illegal immigrants transit out of the US - Washington Examiner,Washington Examiner,leanRight,2025-02-01
https://www.epochtimes.com/b5/25/2/1/n14427484.htm,Trump: Venezuela agrees to accept deportation of immigrants,大纪元 Epoch Times,unknown,2025-02-01
https://www.bbc.com/news/articles/c8r53g4xv7zo,Washington DC plane crash: Black boxes found as airport staffing probed,BBC News,center,2025-02-01
https://www.thehindu.com/news/international/investigators-recover-plane-black-boxes-from-washington-air-collision/article69162604.ece,Washington DC Plane Crash: Investigators recover plane black boxes,The Hindu,leanLeft,2025-02-01
https://www.independent.co.uk/news/world/americas/dc-plane-crash-live-victims-black-box-american-airlines-helicopter-b2690304.html,DC plane crash latest: Helicopter was performing 'doomsday' training amid collision,The Independent,leanLeft,2025-02-01
https://www.cbc.ca/player/play/video/9.6631499,All 3 black boxes recovered as new images of D.C. plane crash emerge,CBC News,leanLeft,2025-02-01
https://apnews.com/cf72a8d3410be23e6047e2b2e73f4431,"Black box from Black Hawk helicopter that collided with plane in Washington has been recovered, investigators say",Associated Press News,leanLeft,2025-02-01
https://www.ndtv.com/world-news/washington-dc-plane-crash-investigators-recover-plane-black-boxes-from-washington-air-crash-7600443,Investigators Recover Plane Black Boxes From Washington Air Crash,NDTV,leanRight,2025-02-01
https://www.express.co.uk/news/us/2007929/black-box-recovered-from-american-airlines-plane-after-collision-blackhawk-helicopter,Black box recovered for American Airlines flight that collided with helicopter,Daily Express,right,2025-02-01
https://www.hindustantimes.com/world-news/us-news/washington-plane-crash-black-box-donald-trump-latest-updates-black-hawk-army-helicopter-101738282722078.html,Washington DC plane crash: Black box from commercial flight recovered; 28 bodies pulled out,Hindustan Times,leanLeft,2025-02-01
https://www.usatoday.com/story/news/nation/2025/02/03/philadelphia-plane-crash-updates-black-box/78176067007/,Philadelphia plane crash probe gains momentum with discovery of black box,USA Today,leanLeft,2025-02-01
https://abcnews.go.com/US/medical-transport-jet-air-minute-crash-philadelphia-ntsb/story?id=118349323,Medical transport jet was in the air for less than a minute before crash in Philadelphia: NTSB,abc News,leanLeft,2025-02-01
https://www.bbc.com/news/live/c1kmw8193ldt,Senate questions Trump's picks Tulsi Gabbard and Kash Patel,BBC News,center,2025-02-01
https://www.news18.com/world/tulsi-gabbard-kash-patel-senate-confirmation-hearing-key-takeaways-donald-trump-director-of-national-intelligence-dni-fbi-9208884.html,"Tulsi Gabbard, Kash Patel Face Tough Questions During Senate Confirmation Hearings. Key Takeaways",News18 India,leanRight,2025-02-01
https://www.independent.co.uk/news/world/americas/us-politics/tulsi-gabbard-confirmation-hearing-snowden-b2689430.html,Tulsi Gabbard refuses to call Edward Snowden a ‘traitor’ during confirmation hearing,The Independent,leanLeft,2025-02-01
https://apnews.com/article/gabbard-trump-intelligence-director-senate-confirmation-5750d01104cf650b8ef0853dabb2e5a2,"Tulsi Gabbard, Trump's pick to oversee US spy agencies, will face grilling at confirmation hearing",Associated Press News,leanLeft,2025-02-01
https://www.ndtv.com/world-news/no-love-for-dictators-donald-trumps-top-spy-pick-tulsi-gabbard-defends-loyalty-7599611,"""No Love For Dictators"": Trump's Top Spy Pick Tulsi Gabbard Defends Loyalty",NDTV,leanRight,2025-02-01
https://www.hindustantimes.com/videos/world-news/not-a-puppet-of-putin-or-tulsi-gabbard-roars-at-senate-confirmation-hearing-trump-u-s-news-101738310141053.html,‘Not A Puppet Of Putin Or…’: Tulsi Gabbard Roars At Senate Confirmation Hearing,Hindustan Times,leanLeft,2025-02-01
https://www.usatoday.com/story/news/politics/2025/01/30/rfk-jr-patel-gabbard-senate-confirmation-hearings-live-updates/78031894007/,"RFK Jr., Patel and Gabbard: Trump nominees face high-stakes day at confirmation hearings",USA Today,leanLeft,2025-02-01
https://abcnews.go.com/US/wireStory/tulsi-gabbard-trumps-pick-oversee-us-spy-agencies-118253511,"Tulsi Gabbard, Trump's pick to oversee US spy agencies, will face grilling at confirmation hearing",abc News,leanLeft,2025-02-01
https://www.cnn.com/2025/01/30/politics/gabbard-surveillance-confirmation-snowden/index.html,Gabbard’s dodges on whether she thinks Snowden is a traitor exacerbate questions about her confirmation chances,CNN,leanLeft,2025-02-01
https://www.independent.ie/world-news/north-america/trump-pick-tulsi-gabbard-grilled-over-divisive-views-on-russia-and-edward-snowden/a1714458022.html,Trump pick Tulsi Gabbard grilled over divisive views on Russia and Edward Snowden,Irish Independent,leanRight,2025-02-01
https://www.news18.com/world/dc-plane-crash-third-us-soldier-inside-black-hawk-identified-as-captain-rebecca-lobach-9212149.html,DC Plane Crash: Third US Soldier Inside Black Hawk Identified As Captain Rebecca Lobach,News18 India,leanRight,2025-02-01
https://www.independent.co.uk/news/ap-army-american-airlines-washington-donald-trump-b2690553.html,Army releases name of 3rd soldier who died in helicopter and airliner crash,The Independent,leanLeft,2025-02-01
https://apnews.com/article/dc-crash-helicopter-airliner-army-pilot-b0c6a0538fd5045e87e506bb1a135406,Army releases name of 3rd soldier who died in helicopter and airliner crash,Associated Press News,leanLeft,2025-02-01
https://www.ndtv.com/world-news/star-in-our-lives-soldier-identified-in-washington-jet-chopper-crash-7614500,"""Star In Our Lives"": Soldier Identified In Washington Jet-Chopper Crash",NDTV,leanRight,2025-02-01
https://www.mirror.co.uk/news/us-news/army-refuses-name-second-pilot-34595616,US Army refuses to name third pilot killed onboard Black Hawk in DC plane crash,Daily Mirror,leanLeft,2025-02-01
https://www.express.co.uk/news/world/2008692/Black-Hawk-pilot-killed-Rebecca-Lobach-american-airlines-crash,Black Hawk Captain Rebecca Lobach is third pilot killed in Washington DC crash,Daily Express,right,2025-02-01
https://www.hindustantimes.com/world-news/us-news/who-was-rebecca-m-lobach-pilot-of-black-hawk-involved-in-crash-that-killed-67-101738457450911.html,"Who was Rebecca M Lobach, pilot of Black Hawk involved in crash that killed 67?",Hindustan Times,leanLeft,2025-02-01
https://www.usatoday.com/story/news/nation/2025/01/31/helicopter-crash-victims-army-blackhawk/78094399007/,"Army identifies 2 soldiers killed in helicopter, plane crash near Reagan National Airport",USA Today,leanLeft,2025-02-01
https://www.thestar.com.my/news/world/2025/02/02/soldier-identified-in-dc-plane-crash-data-shows-helicopter-may-have-been-too-high,"Soldier identified in DC plane crash, data shows helicopter may have been too high",The Star Kuala Lumpur,right,2025-02-01
https://g1.globo.com/mundo/noticia/2025/02/03/acidente-aereo-em-washington-exercito-identifica-capita-que-pilotava-helicoptero-militar.ghtml,Washington plane crash: Army identifies captain who was flying military helicopter,Globo,unknown,2025-02-01
https://www.independent.co.uk/news/world/americas/justin-tucker-allegations-massage-therapist-b2690053.html,Tucker denies accusations of 'degrading' sexual behavior by message therapists,The Independent,leanLeft,2025-02-01
https://www.cbc.ca/sports/football/nfl/nfl-justin-tucker-massage-therapist-allegation-investigation-1.7447121,NFL says it will look into allegations by massage therapists about Justin Tucker's behaviour,CBC News,leanLeft,2025-02-01
https://apnews.com/7d7d14efdbfc86024cf1fb50b8836f15,"3 more massage therapists accuse Ravens' Tucker of sexually inappropriate conduct, report says - Seymour Tribune",Associated Press News,leanLeft,2025-02-01
https://www.usatoday.com/story/sports/nfl/ravens/2025/01/30/justin-tucker-ravens-sexual-misconduct-allegations-massage-therapists/78058950007/,Ravens kicker Justin Tucker accused of sexual misconduct by massage therapists,USA Today,leanLeft,2025-02-01
https://nypost.com/2025/01/31/sports/reporter-got-creepy-justin-tucker-tip-before-disturbing-sexual-misconduct-accusations/,Reporter got ‘creepy’ Justin Tucker tip before disturbing sexual misconduct accusations,New York Post,leanRight,2025-02-01
https://www.cbssports.com/nfl/news/justin-tucker-allegations-three-more-massage-therapists-accuse-ravens-kicker-of-sexual-misconduct-per-report/,"Justin Tucker allegations: Three more massage therapists accuse Ravens kicker of sexual misconduct, per report",CBS Sports,unknown,2025-02-01
https://www.winnipegfreepress.com/sports/football/nfl/2025/02/01/3-more-massage-therapists-accuse-ravens-tucker-of-sexually-inappropriate-conduct-report-says,"3 more massage therapists accuse Ravens' Tucker of sexually inappropriate conduct, report says",Winnipeg Free Press,center,2025-02-01
https://www.news.com.au/sport/nfl/nfl-legend-justin-tucker-in-bombshell-sexual-misconduct-lawsuit/news-story/d93b073ccd5552862b6d39313609bf7a?from=rss-basic,NFL legend in bombshell sexual misconduct lawsuit,News,leanRight,2025-02-01
https://www.espn.com/nfl/story/_/id/43650950/ravens-tucker-facing-accusations-3-more-massage-therapists,More accusations against Ravens' Tucker emerge,ESPN,leanLeft,2025-02-01
https://www.sportsnet.ca/nfl/article/nfl-looking-into-allegations-against-ravens-justin-tucker/,NFL looking into allegations against Ravens' Justin Tucker,Sportsnet,unknown,2025-02-01
https://www.independent.co.uk/news/world/americas/justin-tucker-allegations-massage-therapist-b2690053.html,Tucker denies accusations of 'degrading' sexual behavior by message therapists,The Independent,leanLeft,2025-02-01
https://www.cbc.ca/sports/football/nfl/nfl-justin-tucker-massage-therapist-allegation-investigation-1.7447121,NFL says it will look into allegations by massage therapists about Justin Tucker's behaviour,CBC News,leanLeft,2025-02-01
https://apnews.com/7d7d14efdbfc86024cf1fb50b8836f15,"3 more massage therapists accuse Ravens' Tucker of sexually inappropriate conduct, report says - Seymour Tribune",Associated Press News,leanLeft,2025-02-01
https://www.usatoday.com/story/sports/nfl/ravens/2025/01/30/justin-tucker-ravens-sexual-misconduct-allegations-massage-therapists/78058950007/,Ravens kicker Justin Tucker accused of sexual misconduct by massage therapists,USA Today,leanLeft,2025-02-01
https://nypost.com/2025/01/31/sports/reporter-got-creepy-justin-tucker-tip-before-disturbing-sexual-misconduct-accusations/,Reporter got ‘creepy’ Justin Tucker tip before disturbing sexual misconduct accusations,New York Post,leanRight,2025-02-01
https://www.cbssports.com/nfl/news/justin-tucker-allegations-three-more-massage-therapists-accuse-ravens-kicker-of-sexual-misconduct-per-report/,"Justin Tucker allegations: Three more massage therapists accuse Ravens kicker of sexual misconduct, per report",CBS Sports,unknown,2025-02-01
https://www.winnipegfreepress.com/sports/football/nfl/2025/02/01/3-more-massage-therapists-accuse-ravens-tucker-of-sexually-inappropriate-conduct-report-says,"3 more massage therapists accuse Ravens' Tucker of sexually inappropriate conduct, report says",Winnipeg Free Press,center,2025-02-01
https://www.news.com.au/sport/nfl/nfl-legend-justin-tucker-in-bombshell-sexual-misconduct-lawsuit/news-story/d93b073ccd5552862b6d39313609bf7a?from=rss-basic,NFL legend in bombshell sexual misconduct lawsuit,News,leanRight,2025-02-01
https://www.espn.com/nfl/story/_/id/43650950/ravens-tucker-facing-accusations-3-more-massage-therapists,More accusations against Ravens' Tucker emerge,ESPN,leanLeft,2025-02-01
https://www.sportsnet.ca/nfl/article/nfl-looking-into-allegations-against-ravens-justin-tucker/,NFL looking into allegations against Ravens' Justin Tucker,Sportsnet,unknown,2025-02-01
https://www.independent.co.uk/news/world/americas/crime/fbi-most-wanted-mexico-estrella-carrera-b2691445.html,One of the FBI's 'most wanted' suspected of killing bride is found hiding in Mexico,The Independent,leanLeft,2025-02-01
https://www.hindustantimes.com/world-news/us-news/who-is-arnoldo-jimenez-one-of-fbi-s-10-most-wanted-accused-of-brutally-killing-wife-caught-after-12-years-on-the-run-101738554174803.html,"Who is Arnoldo Jimenez? One of FBI’s 10 Most Wanted, accused of brutally killing wife, caught after 12 years on the run",Hindustan Times,leanLeft,2025-02-01
https://localnews8.com/cnn-regional/2025/02/01/man-on-fbis-most-wanted-list-arrested-in-mexico-for-2012-murder-of-his-new-bride-in-chicago-suburb/,Man on FBI's most wanted list arrested in Mexico for 2012 murder of his new bride in Chicago suburb,KIFI,center,2025-02-01
https://krdo.com/news/2025/02/01/man-on-fbis-most-wanted-list-arrested-in-mexico-for-2012-murder-of-his-new-bride-in-chicago-suburb/,Man on FBI's most wanted list arrested in Mexico for 2012 murder of his new bride in Chicago suburb,KRDO,center,2025-02-01
https://nypost.com/2025/02/01/us-news/one-of-fbis-most-wanted-accused-of-murdering-wife-after-their-wedding-captured-in-mexico-after-over-12-years-on-the-run/,"One of FBI’s Most Wanted, accused of murdering wife after their wedding, captured in Mexico after over 12 years on the run",New York Post,leanRight,2025-02-01
https://kvia.com/cnn-regional/2025/02/01/man-on-fbis-most-wanted-list-arrested-in-mexico-for-2012-murder-of-his-new-bride-in-chicago-suburb/,Man on FBI's most wanted list arrested in Mexico for 2012 murder of his new bride in Chicago suburb,KVIA,center,2025-02-01
https://www.cbsnews.com/chicago/news/arnoldo-jimenez-most-wanted-fugitive-arrested-mexico-murder-bride-estrella-carrera/,Man on FBI's most wanted list arrested in Mexico for 2012 murder of his new bride in Chicago suburb,CBS News,leanLeft,2025-02-01
https://www.theepochtimes.com/us/fbi-captures-fugitive-on-10-most-wanted-list-5802986,FBI Captures Fugitive on 10 Most Wanted List,The Epoch Times,right,2025-02-01
https://dailypost.ng/2025/02/01/fugitive-on-fbis-10-most-wanted-list-for-over-12-years-arrested-in-mexico/,Fugitive on FBI’s 10 most wanted list for over 12 years arrested in Mexico,Daily Post Nigeria,center,2025-02-01
https://www.oann.com/newsroom/fbi-10-most-wanted-fugitive-accused-of-murdering-wife-arrested-captured-in-mexico/,"FBI 10 Most Wanted Fugitive Accused Of Murdering Wife Arrested, Captured In Mexico",OAN,right,2025-02-01
https://www.independent.co.uk/news/ap-arlington-national-transportation-safety-board-donald-trump-army-b2690488.html,Recovery crews return to the Potomac debris after the deadly,The Independent,leanLeft,2025-02-01
https://www.ctvnews.ca/world/article/recovery-crews-return-to-the-potomac-debris-after-the-deadly-plane-and-helicopter-crash/,Army releases name of third soldier who died in helicopter and airliner crash,CTV News,center,2025-02-01
https://apnews.com/article/washington-plane-crash-helicopter-recovery-980dcaf1acb6f80260146edbaaa9e4c1,Data from the deadliest U.S. air accident in a generation show conflicting altitude readings,Associated Press News,leanLeft,2025-02-01
https://www.cbsnews.com/video/crews-awaiting-equipment-to-pull-plane-fuselage-from-potomac-river/,Crews awaiting equipment to pull plane fuselage from Potomac River,CBS News,leanLeft,2025-02-01
https://www.winnipegfreepress.com/business/2025/02/01/recovery-crews-return-to-the-potomac-debris-after-the-deadly,Recovery crews return to the Potomac debris after the deadly,Winnipeg Free Press,center,2025-02-01
https://thewest.com.au/news/aviation/recovery-crews-return-to-scene-of-deadly-us-plane-crash-c-17585979,Recovery crews return to scene of deadly US plane crash,The West Australian,leanRight,2025-02-01
https://www.theepochtimes.com/epochtv/ntsb-update-on-collision-of-passenger-jet-and-helicopter-near-washington-5802642,NTSB Update on Collision of Passenger Jet and Helicopter Near Washington,The Epoch Times,right,2025-02-01
https://www.rmoutlook.com/national-business/recovery-crews-return-to-the-potomac-debris-after-the-deadly-plane-and-helicopter-crash-10167508,Recovery crews return to the Potomac debris after the deadly plane and helicopter crash,Rocky Mountain Outlook,leanLeft,2025-02-01
https://www.thereminder.ca/the-mix/recovery-crews-return-to-the-potomac-debris-after-the-deadly-plane-and-helicopter-crash-10167510,Recovery crews return to the Potomac debris after the deadly plane and helicopter crash,Flin Flon Reminder,leanLeft,2025-02-01
https://torontosun.com/news/world/recovery-crews-return-to-the-potomac-debris-after-the-deadly-plane-and-helicopter-crash,Recovery crews return to the Potomac debris after the deadly plane and helicopter crash,Toronto Sun,right,2025-02-01
https://abcnews.go.com/US/usda-orders-removal-climate-change-mentions-public-websites/story?id=118312216,USDA orders removal of climate change mentions from public websites,abc News,leanLeft,2025-02-01
https://thehill.com/policy/energy-environment/5119899-agriculture-department-climate-change-content/,Agriculture Department staff told to ‘unpublish’ pages focused on climate change,The Hill,center,2025-02-01
https://politicalwire.com/2025/02/03/usda-ordered-to-scrub-climate-change-from-website/,USDA Ordered to Scrub Climate Change from Website,Political Wire,center,2025-02-01
https://www.in.gr/2025/02/01/world/tramp-ypourgeio-georgias-elave-entoli-na-afairesei-kathe-anafora-stin-klimatiki-allagi/,Trump: Department of Agriculture ordered to remove all references to climate change,in.gr,unknown,2025-02-01
https://www.newsmax.com/finance/streettalk/usda-climate-change-website/2025/01/31/id/1197363/,USDA Ordered to Remove Climate Change From Website,Newsmax,right,2025-02-01
https://www.politico.com/news/2025/01/31/usda-climate-change-websites-00201826,USDA ordered to scrub climate change from websites,Politico,leanLeft,2025-02-01
https://www.wnd.com/2025/02/watch-the-department-of-agriculture-has-ordered-that-all-references-to-climate-change-be-removed-from-their-website-by-end-of-day-today/,Dept. of Ag has ordered that ALL references to 'climate change' be removed from their website by end of day today * WorldNetDaily * by WND Staff,WND,farRight,2025-02-01
https://www.revistaoeste.com/mundo/donald-trump-ordena-remocao-de-sites-do-governo-que-levantam-a-pauta-da-crise-climatica/,Donald Trump orders removal of government websites that raise the agenda of the 'climate crisis',Revista Oeste,unknown,2025-02-01
https://www.wbal.com/usda-orders-removal-of-climate-change-mentions-from-public-websites,USDA orders removal of climate change mentions from public websites,WBAL,unknown,2025-02-01
https://www.poder360.com.br/poder-internacional/trump-ordena-remocao-de-sites-que-discutem-crise-climatica/,Trump orders removal of websites discussing climate crisis,Poder360,unknown,2025-02-01
https://kvia.com/news/texas/2025/01/31/gov-abbott-directs-texas-agencies-to-eliminate-dei-policies/,Gov. Abbott directs Texas agencies to eliminate DEI policies,KVIA,center,2025-02-01
https://www.lanacion.com.ar/estados-unidos/texas/greg-abbott-prohibe-las-politicas-de-diversidad-e-inclusion-en-texas-didiven-en-lugar-de-unirnos-nid01022025/,Greg Abbott Bans Diversity and Inclusion Policies in Texas: “Divide Instead of Joining”,la Nacion,leanRight,2025-02-01
https://www.krqe.com/news/national/abbott-ends-dei-programs-in-state-agencies/,Abbott ends DEI programs in state agencies,KRQE News 13,center,2025-02-01
https://www.dallasnews.com/news/politics/2025/01/31/gov-greg-abbott-orders-texas-agencies-to-eliminate-diversity-policies/,Gov. Greg Abbott orders Texas agencies to eliminate diversity policies,Dallas News,center,2025-02-01
https://www.kxan.com/news/texas/abbott-ends-dei-programs-in-state-agencies/,Abbott ends DEI programs in state agencies,KXAN,center,2025-02-01
https://www.khou.com/article/news/local/texas/texas-abbott-dei/285-ca70322a-4f31-46c4-80c0-19f07fc30647,Governor orders Texas agencies to eliminate 'radical' DEI policies,KHOU 11,center,2025-02-01
https://www.ktsm.com/news/texas/abbott-ends-dei-programs-in-state-agencies/,Abbott ends DEI programs in state agencies,KTSM,center,2025-02-01
https://cw39.com/cw39/abbott-ends-dei-programs-in-state-agencies/,Abbott ends DEI programs in state agencies,CW39 Houston,center,2025-02-01
https://www.statesman.com/story/news/politics/state/2025/01/31/texas-governor-orders-state-agencies-to-eliminate-dei-policies/78093658007/,Gov. Greg Abbott orders Texas agencies to cut DEI policies. Here's why.,The Statesman,leanLeft,2025-02-01
https://www.rep-am.com/localnews/2025/02/01/diversity-inclusion-connecticut-will-continue-with-its-dei-initiative-as-feds-try-to-kill-it/,"Diversity, inclusion: Connecticut will continue with its DEI initiative as feds try to kill it",Republican-American,leanRight,2025-02-01
https://www.independent.co.uk/news/ap-ceo-donald-trump-nashville-joe-biden-b2690188.html,CEO of the nation's largest public utility plans to retire,The Independent,leanLeft,2025-02-01
https://apnews.com/article/tennessee-valley-authority-tva-ceo-a243548291623ef36ca293144c5d9c5f,CEO of the nation's largest public utility plans to retire,Associated Press News,leanLeft,2025-02-01
https://financialpost.com/pmn/ceo-of-the-nations-largest-public-utility-plans-to-retire,CEO of the nation's largest public utility plans to retire,Financial Post,leanRight,2025-02-01
https://www.rmoutlook.com/environment-news/ceo-of-the-nations-largest-public-utility-plans-to-retire-10165039,CEO of the nation's largest public utility plans to retire,Rocky Mountain Outlook,leanLeft,2025-02-01
https://spectrumnews1.com/ky/louisville/news/2025/01/31/jeff-lyash-tennessee-valley-authority,CEO of nation's largest public utility plans to retire,Spectrum News,center,2025-02-01
https://www.al.com/news/2025/02/tva-ceo-jeff-lash-retiring-from-nations-largest-public-utility-in-2025.html,TVA CEO Jeff Lash retiring from nation’s largest public utility in 2025,Alabama Live,center,2025-02-01
https://www.kob.com/news/business-money/ceo-of-the-nations-largest-public-utility-plans-to-retire/,CEO of the nation's largest public utility plans to retire,KOB 4,center,2025-02-01
"https://www.morningsun.net/stories/ceo-of-the-nations-largest-public-utility-plans-to-retire,174468",CEO of the nation's largest public utility plans to retire - The Morning Sun,Morning Sun,unknown,2025-02-01
https://www.wbir.com/article/news/local/tva-president-ceo-jeff-lyash-announces-plans-retire/51-8a70aec4-5300-4a65-9884-73ecf83561a0,TVA President and CEO Jeff Lyash announces plans to retire,WBIR,center,2025-02-01
https://www.wate.com/news/top-stories/tva-president-ceo-to-retire-after-nearly-6-years/,"TVA President, CEO to retire after nearly 6 years",WATE,center,2025-02-01
https://www.independent.co.uk/news/world/americas/us-politics/elon-musk-trump-2024-election-b2690467.html,Elon Musk dropped nearly $300M supporting Donald Trump in 2024,The Independent,leanLeft,2025-02-01
https://www.hindustantimes.com/world-news/us-news/elon-musk-shelled-out-nearly-300mn-to-support-trump-in-2024-election-check-all-details-101738494841576.html,Elon Musk shelled out nearly $300mn to support Trump in 2024 election; Check all details,Hindustan Times,leanLeft,2025-02-01
https://www.cnn.com/2025/02/01/politics/elon-musk-2024-election-spending-millions/index.html,"Elon Musk spent more than $290 million on the 2024 election, year-end FEC filings show",CNN,leanLeft,2025-02-01
https://localnews8.com/politics/cnn-us-politics/2025/02/01/elon-musk-spent-more-than-290-million-on-the-2024-election-year-end-fec-filings-show/,"Elon Musk spent more than $290 million on the 2024 election, year-end FEC filings show",KIFI,center,2025-02-01
https://krdo.com/news/2025/02/01/elon-musk-spent-more-than-290-million-on-the-2024-election-year-end-fec-filings-show/,"Elon Musk spent more than $290 million on the 2024 election, year-end FEC filings show",KRDO,center,2025-02-01
https://washingtonpost.com/politics/2025/01/31/elon-musk-trump-donor-2024-election/,"Elon Musk donated $288 million in 2024 election, final tally shows",The Washington Post,leanLeft,2025-02-01
